,CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
24099,62588,Montreuil,994,1951,18762,,,,,,,,,,,,,,,,,,,,,,,,
24100,62589,Mont-Saint-Éloi,405,1021,25094.49404761905,,,,,,,,,,,,,,,,,,,,,,,,
24101,62590,Monts-en-Ternois,,,,,,,,,,,,,,,,,,,,,,,,,,,
24102,62591,Morchies,81,200,18373.2,,,,,,,,,,,,,,,,,,,,,,,,
24103,62592,Moringhem,216,581.5,20134.761904761905,,,,,,,,,,,,,,,,,,,,,,,,
24104,62593,Morval,,,,,,,,,,,,,,,,,,,,,,,,,,,
24105,62594,Mory,125,322.5,19668.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
24106,62595,Moulle,435,1125.5,20931.153846153844,,,,,,,,,,,,,,,,,,,,,,,,
24107,62596,Mouriez,104,254.5,18964,,,,,,,,,,,,,,,,,,,,,,,,
24108,62597,Moyenneville,115,267.5,19684.78260869565,,,,,,,,,,,,,,,,,,,,,,,,
24109,62598,Muncq-Nieurlet,257,705.5,19087.69230769231,,,,,,,,,,,,,,,,,,,,,,,,
24110,62599,Nabringhen,86,232.5,21104,,,,,,,,,,,,,,,,,,,,,,,,
24111,62600,Nédon,59,146,18959.13043478261,,,,,,,,,,,,,,,,,,,,,,,,
24112,62601,Nédonchel,68,176.5,18797,,,,,,,,,,,,,,,,,,,,,,,,
24113,62602,Nempont-Saint-Firmin,83,189,19623,,,,,,,,,,,,,,,,,,,,,,,,
24114,62603,Nesles,403,1052.5,17438.333333333332,,,,,,,,,,,,,,,,,,,,,,,,
24115,62604,Neufchâtel-Hardelot,1753,4137,21943,59,12,,,,,,,,26,67.5,52.8,3.1,11.6,34.6,20.2,3.3,1.4,1,0.8,-25.6,11897.333333333334,52503.6,4.41305614703575
24116,62605,Neulette,,,,,,,,,,,,,,,,,,,,,,,,,,,
24117,62606,Neuve-Chapelle,522,1456.5,24968.571428571428,,,,,,,,,,,,,,,,,,,,,,,,
24118,62607,Neuville-au-Cornet,,,,,,,,,,,,,,,,,,,,,,,,,,,
24119,62608,Neuville-Bourjonval,71,170,20574.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
24120,62609,Neuville-Saint-Vaast,643,1564.5,25564.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24121,62610,Neuville-sous-Montreuil,289,675.5,17199.5,,,,,,,,,,,,,,,,,,,,,,,,
24122,62611,Neuville-Vitasse,203,503,23769.52380952381,,,,,,,,,,,,,,,,,,,,,,,,
24123,62612,Neuvireuil,231,567.5,24260,,,,,,,,,,,,,,,,,,,,,,,,
24124,62613,Nielles-lès-Bléquin,346,879.5,18871.052631578947,,,,,,,,,,,,,,,,,,,,,,,,
24125,62614,Nielles-lès-Ardres,211,579.5,22829,,,,,,,,,,,,,,,,,,,,,,,,
24126,62615,Nielles-lès-Calais,95,284,25158.09523809524,,,,,,,,,,,,,,,,,,,,,,,,
24127,62616,Noeux-lès-Auxi,62,160,18616.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
24128,62617,Noeux-les-Mines,5181,11827,16606,31,23,34,30,31,22,12,,10,34,62.5,56.4,3.6,2.5,33.5,4.5,11,3.5,4.2,3.4,-11.5,10021.5,27052.5,2.6994461906900167
24129,62618,Nordausques,432,1263,19390.9,,,,,,,,,,,,,,,,,,,,,,,,
24130,62619,Noreuil,57,149,18401.25,,,,,,,,,,,,,,,,,,,,,,,,
24131,62620,Norrent-Fontes,582,1402.5,19318.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
24132,62621,Nortkerque,614,1687.5,19802.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24133,62622,Nort-Leulinghem,82,239,17311.11111111111,,,,,,,,,,,,,,,,,,,,,,,,
24134,62623,Nouvelle-Église,242,689,22138.26086956522,,,,,,,,,,,,,,,,,,,,,,,,
24135,62624,Noyelles-Godault,2389,5844,17543,34,20,,22,22,20,,,,31,70.7,63.1,4.7,2.9,25.6,4.4,11.1,3.8,4,3.3,-11.8,10216.111111111111,27292,2.6714666376638205
24136,62625,Noyelles-lès-Humières,,,,,,,,,,,,,,,,,,,,,,,,,,,
24137,62626,Noyelles-lès-Vermelles,879,2353.5,18853.33333333333,41,16,,,,,,,,36,75.7,69.4,3.6,2.7,25.9,3.7,7.8,3.7,2.2,1.9,-13.1,11080.714285714286,28470,2.569328949912976
24138,62627,Noyelles-sous-Bellonne,295,843.5,23213.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
24139,62628,Noyelles-sous-Lens,2884,6577.5,15838.75,29,26,40,33,33,25,,,14,33,60.6,54.4,4.2,2,35.3,3.4,11.3,3.4,4.5,3.4,-10.6,9462.777777777776,25278.666666666668,2.6713790876533796
24140,62629,Noyellette,74,172.5,23893.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
24141,62630,Noyelle-Vion,108,301,20457.14285714286,,,,,,,,,,,,,,,,,,,,,,,,
24142,62631,Nuncq-Hautecôte,159,444,19457.5,,,,,,,,,,,,,,,,,,,,,,,,
24143,62632,Oblinghem,133,372,18760.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24144,62633,Oeuf-en-Ternois,104,257,19013.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
24145,62634,Offekerque,425,1203,19885.714285714283,,,,,,,,,,,,,,,,,,,,,,,,
24146,62635,Offin,87,210.5,18992.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
24147,62636,Offrethun,109,281,24554,,,,,,,,,,,,,,,,,,,,,,,,
24148,62637,Oignies,3887,9506.5,17046,34,22,34,23,28,23,16,,8,33,67.9,61.1,4.4,2.5,29.6,4.5,10.2,3.6,3.7,2.9,-12.2,10166.153846153846,27916,2.7459745762711867
24149,62638,Oisy-le-Verger,486,1158.5,19465,,,,,,,,,,,,,,,,,,,,,,,,
24150,62639,Oppy,161,402.5,22956.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
24151,62640,Orville,141,376,19591.309523809523,,,,,,,,,,,,,,,,,,,,,,,,
24152,62641,Ostreville,100,240,20767,,,,,,,,,,,,,,,,,,,,,,,,
24153,62642,Ourton,295,743,19149.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24154,62643,Outreau,5715,13941.5,17287.619047619046,35,19,30,22,23,19,12,,9,31,66.1,59.1,4.5,2.6,32,4.8,9.9,3.7,3.4,2.8,-12.8,10658,26983.33333333333,2.5317445424407325
24155,62644,Ouve-Wirquin,202,524,18454.166666666668,,,,,,,,,,,,,,,,,,,,,,,,
24156,62645,Oye-Plage,2124,5351,20684,52,11,,,17,,,,7,21,74.5,67.9,3,3.6,30,6.2,5.4,2.7,1.5,1.2,-16.1,11958.8,34428.666666666664,2.878939915933594
24157,62646,Palluel,230,542.5,18991,,,,,,,,,,,,,,,,,,,,,,,,
24158,62647,Le Parcq,308,776.5,18479.23076923077,,,,,,,,,,,,,,,,,,,,,,,,
24159,62648,Parenty,200,504,18739.04761904762,,,,,,,,,,,,,,,,,,,,,,,,
24160,62649,Pas-en-Artois,331,753.5,17780,,,,,,,,,,,,,,,,,,,,,,,,
24161,62650,Pelves,295,763,22029.444444444445,,,,,,,,,,,,,,,,,,,,,,,,
24162,62651,Penin,167,449.5,19073.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24163,62652,Pernes,645,1597,17579.583333333336,,,,,,,,,,,,,,,,,,,,,,,,
24164,62653,Pernes-lès-Boulogne,178,442,24217.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24165,62654,Peuplingues,290,772.5,23079.13043478261,,,,,,,,,,,,,,,,,,,,,,,,
24166,62655,Pierremont,116,315,20372,,,,,,,,,,,,,,,,,,,,,,,,
24167,62656,Pihem,363,987,20782.38888888889,,,,,,,,,,,,,,,,,,,,,,,,
24168,62657,Pihen-lès-Guînes,181,493.5,22727.6,,,,,,,,,,,,,,,,,,,,,,,,
24169,62658,Pittefaux,48,137.5,26708.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24170,62659,Planques,,,,,,,,,,,,,,,,,,,,,,,,,,,
24171,62660,Plouvain,180,465.5,22160.76923076923,,,,,,,,,,,,,,,,,,,,,,,,
24172,62661,Bouin-Plumoison,209,499.5,18767.5,,,,,,,,,,,,,,,,,,,,,,,,
24173,62662,Polincove,326,879.5,20862.69230769231,,,,,,,,,,,,,,,,,,,,,,,,
24174,62663,Pommera,116,315.5,17714.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24175,62664,Pommier,85,234,20500,,,,,,,,,,,,,,,,,,,,,,,,
24176,62665,Le Ponchel,93,198.5,18530,,,,,,,,,,,,,,,,,,,,,,,,
24177,62666,Pont-à-Vendin,1235,3217.5,16873.333333333332,33,24,,27,24,,,,,47,76.3,69.9,4,2.3,20.7,3.3,11.6,4.4,4.2,3,-11.9,9246.25,26731.33333333333,2.891045919516921
24178,62667,Le Portel,4026,9247,16277.714285714286,33,26,48,34,30,24,14,,7,40,60.1,52.6,5,2.5,34.9,4.7,12.5,3.6,4.9,4,-12.2,9381.333333333334,26022.4,2.7738487777146106
24179,62668,Prédefin,80,207.5,17060.95238095238,,,,,,,,,,,,,,,,,,,,,,,,
24180,62669,Pressy,129,323,18692,,,,,,,,,,,,,,,,,,,,,,,,
24181,62670,Preures,252,593.5,18287.5,,,,,,,,,,,,,,,,,,,,,,,,
24182,62671,Pronville-en-Artois,119,314,19267.195652173912,,,,,,,,,,,,,,,,,,,,,,,,
24183,62672,Puisieux,256,663.5,18520,,,,,,,,,,,,,,,,,,,,,,,,
24184,62673,Quéant,244,669.5,19404,,,,,,,,,,,,,,,,,,,,,,,,
24185,62674,Quelmes,210,580.5,20706.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24186,62675,Quercamps,105,267,19652,,,,,,,,,,,,,,,,,,,,,,,,
24187,62676,Quernes,174,477,17974.4,,,,,,,,,,,,,,,,,,,,,,,,
24188,62677,Le Quesnoy-en-Artois,134,335.5,16521.90476190476,,,,,,,,,,,,,,,,,,,,,,,,
24189,62678,Quesques,253,662,18556.19047619048,,,,,,,,,,,,,,,,,,,,,,,,
24190,62679,Questrecques,128,322,21648,,,,,,,,,,,,,,,,,,,,,,,,
24191,62680,Quiéry-la-Motte,284,746.5,23668,,,,,,,,,,,,,,,,,,,,,,,,
24192,62681,Quiestède,226,634.5,20412,,,,,,,,,,,,,,,,,,,,,,,,
24193,62682,Quilen,,,,,,,,,,,,,,,,,,,,,,,,,,,
24194,62683,Quoeux-Haut-Maînil,105,238,16675.714285714286,,,,,,,,,,,,,,,,,,,,,,,,
24195,62684,Racquinghem,874,2303.5,19515.5,45,13,,,,,,,,,75.4,69.5,3,3,26,5.3,6.1,3.2,1.8,1.1,-12.8,11771.07142857143,28750.5,2.442470948754513
24196,62685,Radinghem,95,242,18974.85714285714,,,,,,,,,,,,,,,,,,,,,,,,
24197,62686,Ramecourt,136,370.5,19609.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24198,62688,Rang-du-Fliers,1791,4304,20714,54,12,,,,,,,,24,65.6,57.2,3,5.4,37.2,8.2,4.7,2.1,1.6,1,-15.7,11915.625,33423.333333333336,2.805000437101145
24199,62689,Ransart,150,389,22903,,,,,,,,,,,,,,,,,,,,,,,,
24200,62690,Raye-sur-Authie,93,224,17509.333333333332,,,,,,,,,,,,,,,,,,,,,,,,
24201,62691,Saint-Augustin,302,795.5,20396,,,,,,,,,,,,,,,,,,,,,,,,
24202,62692,Rebergues,112,353.5,18323.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24203,62693,Rebreuve-Ranchicourt,444,1096,23277.5,,,,,,,,,,,,,,,,,,,,,,,,
24204,62694,Rebreuve-sur-Canche,85,192,17146,,,,,,,,,,,,,,,,,,,,,,,,
24205,62695,Rebreuviette,104,269,17822,,,,,,,,,,,,,,,,,,,,,,,,
24206,62696,Reclinghem,88,242,15642.592592592591,,,,,,,,,,,,,,,,,,,,,,,,
24207,62697,Récourt,86,216,20383,,,,,,,,,,,,,,,,,,,,,,,,
24208,62698,Recques-sur-Course,114,277,22744,,,,,,,,,,,,,,,,,,,,,,,,
24209,62699,Recques-sur-Hem,236,657.5,20801.07142857143,,,,,,,,,,,,,,,,,,,,,,,,
24210,62700,Regnauville,83,191.5,20791,,,,,,,,,,,,,,,,,,,,,,,,
24211,62701,Rely,180,458.5,19880.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24212,62702,Remilly-Wirquin,138,342,19265.166666666664,,,,,,,,,,,,,,,,,,,,,,,,
24213,62703,Rémy,142,386.5,21544,,,,,,,,,,,,,,,,,,,,,,,,
24214,62704,Renty,230,616.5,19905.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24215,62705,Rety,761,2099.5,17958.846153846152,38,19,,,,,,,,38,76.1,69.8,3.3,3,22,5.7,8.6,4,2.7,1.8,-12.4,10876.5,28892.666666666668,2.6564305306547755
24216,62706,Richebourg,1051,2766,23173.478260869568,57,,,,,,,,,,77.1,68.5,2.2,6.4,25.4,11.6,3.6,2,0.9,0.7,-17.7,14227.777777777776,39146,2.751378367825069
24217,62708,Riencourt-lès-Bapaume,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218,62709,Riencourt-lès-Cagnicourt,106,276,19886,,,,,,,,,,,,,,,,,,,,,,,,
24219,62710,Rimboval,57,151.5,15128,,,,,,,,,,,,,,,,,,,,,,,,
24220,62711,Rinxent,1194,3029.5,18221,37,18,,,,,,,,37,73.3,64.1,3.2,6.1,26.4,6.8,6.9,3.1,2.4,1.5,-13.4,10611.53846153846,29330,2.7639724537876047
24221,62712,Rivière,480,1211.5,23707,,,,,,,,,,,,,,,,,,,,,,,,
24222,62713,Robecq,531,1380,22252.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24223,62714,Roclincourt,332,829.5,24247.31707317073,,,,,,,,,,,,,,,,,,,,,,,,
24224,62715,Rocquigny,117,283.5,18217.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
24225,62716,Rodelinghem,185,515.5,19934.444444444445,,,,,,,,,,,,,,,,,,,,,,,,
24226,62717,Roëllecourt,213,528,21655.2,,,,,,,,,,,,,,,,,,,,,,,,
24227,62718,Roeux,565,1482.5,20674,,,,,,,,,,,,,,,,,,,,,,,,
24228,62719,Rollancourt,108,241,19034.4,,,,,,,,,,,,,,,,,,,,,,,,
24229,62720,Rombly,,,,,,,,,,,,,,,,,,,,,,,,,,,
24230,62721,Roquetoire,738,1963.5,20557.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
24231,62722,Rougefay,,,,,,,,,,,,,,,,,,,,,,,,,,,
24232,62723,Roussent,92,241.5,20231.2,,,,,,,,,,,,,,,,,,,,,,,,
24233,62724,Rouvroy,3519,8836,15892.916666666668,30,28,42,37,31,25,17,,8,41,66.4,59.4,4.5,2.5,27.2,4.3,13.5,4.5,5.1,3.9,-11.4,9678.48484848485,26164,2.7033156955446316
24234,62725,Royon,52,129.5,19450,,,,,,,,,,,,,,,,,,,,,,,,
24235,62726,Ruisseauville,76,200.5,18792,,,,,,,,,,,,,,,,,,,,,,,,
24236,62727,Ruitz,662,1565.5,21329.52380952381,,,,,,,,,,,,,,,,,,,,,,,,
24237,62728,Rumaucourt,266,680,20514.34782608696,,,,,,,,,,,,,,,,,,,,,,,,
24238,62729,Rumilly,97,240,14988.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24239,62730,Ruminghem,596,1681,19064.11111111111,,,,,,,,,,,,,,,,,,,,,,,,
24240,62731,Ruyaulcourt,134,300.5,18219,,,,,,,,,,,,,,,,,,,,,,,,
24241,62732,Sachin,120,332.5,20754.78260869565,,,,,,,,,,,,,,,,,,,,,,,,
24242,62733,Sailly-au-Bois,113,292,18868,,,,,,,,,,,,,,,,,,,,,,,,
24243,62734,Sailly-en-Ostrevent,272,716.5,21841.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24244,62735,Sailly-Labourse,868,2287.5,18051.5,40,17,,,,,,,,33,75.3,69.7,3,2.6,25,4.5,8.1,3.7,2.5,2,-12.9,11167.333333333334,28947.33333333333,2.5921437526117836
24245,62736,Sailly-sur-la-Lys,1505,3958,23069.04761904762,59,6,,,,,,,,,78.9,70.1,2.7,6.1,26.8,8.2,3.3,1.8,0.9,0.6,-17.2,13815.714285714284,39288,2.843718333160997
24246,62737,Sains-en-Gohelle,2455,6044.5,17517.878787878788,37,23,,24,30,20,,,9,40,72,66.1,3.6,2.3,26.6,4.4,9.8,3.4,3.7,2.7,-12.8,9974.166666666668,27880,2.7952209875511733
24247,62738,Sains-lès-Fressin,66,164.5,15820,,,,,,,,,,,,,,,,,,,,,,,,
24248,62739,Sains-lès-Marquion,125,317.5,20577.5,,,,,,,,,,,,,,,,,,,,,,,,
24249,62740,Sains-lès-Pernes,108,307,18738.8,,,,,,,,,,,,,,,,,,,,,,,,
24250,62741,Saint-Amand,56,120,20473.57142857143,,,,,,,,,,,,,,,,,,,,,,,,
24251,62742,Saint-Aubin,116,277.5,27396.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24252,62743,Sainte-Austreberthe,175,396,19704.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24253,62744,Sainte-Catherine,1447,3377,23950,66,,,,,,,,,,78.2,66.9,2.5,8.8,30,7.8,3.3,1.7,1,0.6,-19.3,14276.388888888889,42845.65217391305,3.001154739295398
24254,62745,Saint-Denoeux,66,157,17163.333333333332,,,,,,,,,,,,,,,,,,,,,,,,
24255,62746,Saint-Étienne-au-Mont,2047,5143,17617.333333333332,38,19,,18,21,23,,,9,33,71.1,63.5,4.1,3.5,28.6,6.2,8.4,3.3,2.7,2.4,-14.3,10814,28870.952380952374,2.6697755114622135
24256,62747,Saint-Floris,208,600,22687,,,,,,,,,,,,,,,,,,,,,,,,
24257,62748,Saint-Folquin,876,2259,22340.95238095238,57,,,,,,,,,,77.5,69.8,2.7,5,28.1,6.2,3.7,2.1,0.9,0.7,-15.5,13394,36062,2.6923995819023445
24258,62749,Saint-Georges,133,333.5,20744.5,,,,,,,,,,,,,,,,,,,,,,,,
24259,62750,Saint-Hilaire-Cottes,311,814.5,19455.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24260,62751,Saint-Inglevert,282,791.5,21155.2,,,,,,,,,,,,,,,,,,,,,,,,
24261,62752,Saint-Josse,444,1156.5,23289.583333333336,,,,,,,,,,,,,,,,,,,,,,,,
24262,62753,Saint-Laurent-Blangy,2928,6452,19249.33333333333,48,16,,20,19,,,,,29,71.2,64.3,3.3,3.6,30.1,6,7.5,2.7,2.6,2.1,-14.8,10644.166666666668,32466.666666666668,3.0501839818366867
24263,62754,Saint-Léger,180,452,22082.083333333336,,,,,,,,,,,,,,,,,,,,,,,,
24264,62755,Saint-Léonard,1367,3419,20251.11111111111,50,9,,,,,,,,,69.2,61.6,3,4.6,34,7.2,4.7,2.4,1.3,1,-15.1,12950,32502.222222222223,2.50982410982411
24265,62756,Sainte-Marie-Kerque,611,1661.5,18645,,,,,,,,,,,,,,,,,,,,,,,,
24266,62757,Saint-Martin-lez-Tatinghem,2463,5871.5,19868.955223880595,46,14,,21,14,17,,,6,31,65.9,59.3,2.3,4.2,33.4,9.4,6.5,2.7,2.2,1.6,-15.2,11376.923076923076,33733.333333333336,2.965066486364661
24267,62758,Saint-Martin-Boulogne,5042,11675,18935.555555555555,45,18,31,27,21,15,10,,6,34,69.7,59.8,3.3,6.6,31.1,8.3,7.5,2.5,2.7,2.2,-16.6,10441.53846153846,33598.666666666664,3.217788910171407
24268,62759,Saint-Martin-Choquel,161,471,19939.5,,,,,,,,,,,,,,,,,,,,,,,,
24269,62760,Saint-Martin-d'Hardinghem,119,291,16934.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24270,62761,Saint-Martin-sur-Cojeul,80,219,22899.04761904762,,,,,,,,,,,,,,,,,,,,,,,,
24271,62762,Saint-Michel-sous-Bois,47,121,18267.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
24272,62763,Saint-Michel-sur-Ternoise,388,915.5,19880,,,,,,,,,,,,,,,,,,,,,,,,
24273,62764,Saint-Nicolas,2053,4547.5,18066,42,21,,28,23,,,,,35,65.8,58.9,3.6,3.2,32.8,5.9,9.5,2.8,3.8,2.8,-14,10170,30313.33333333333,2.98066207800721
24274,62765,Saint-Omer,6734,13746,16070,34,30,43,38,37,26,16,,8,44,66.7,55.6,4.2,6.8,26.2,9,13.2,3.2,5.8,4.2,-15.1,8960.47619047619,32127.33333333333,3.5854493277355575
24275,62766,Saint-Omer-Capelle,389,1106.5,20686.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
24276,62767,Saint-Pol-sur-Ternoise,2252,4756,17081.666666666668,36,25,,42,31,23,,,,39,62.2,52.5,3.4,6.3,32.4,7.8,11,2.9,4.8,3.3,-13.4,9224.166666666668,29609.2,3.2099593459210403
24277,62768,Saint-Rémy-au-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,
24278,62769,Saint-Tricat,282,784.5,23809.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24279,62770,Saint-Venant,1196,2761,20544.830917874395,49,12,,,,,,,,30,68.7,63.6,1.9,3.2,34.2,6.3,5.2,2.2,1.8,1.2,-14.4,12003,31445.714285714283,2.6198212351673984
24280,62771,Sallaumines,3826,9675,14425.6,23,36,43,41,45,38,23,22,13,44,58.7,52.1,4.8,1.8,30.2,3.2,17.6,5.1,7.3,5.2,-9.7,8831.666666666668,23588.666666666668,2.670919041328552
24281,62772,Salperwick,181,482,20599.444444444445,,,,,,,,,,,,,,,,,,,,,,,,
24282,62773,Samer,1606,4237.5,18576.666666666668,40,14,,,18,,,,,27,75.4,66.9,4.3,4.2,23.5,5.5,8.3,3.9,2.6,1.8,-12.7,11234.615384615385,28146.5,2.505337213283122
24283,62774,Sangatte,1988,4957,21454.079939668176,56,12,,,,,,,,23,77.5,66.7,3.7,7.1,26,8.2,5.2,2.3,1.5,1.4,-16.9,11716.190476190475,37000.66666666666,3.158079986993984
24284,62775,Sanghen,117,340,19852.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
24285,62776,Sapignies,74,189,20098.4,,,,,,,,,,,,,,,,,,,,,,,,
24286,62777,Le Sars,67,162,18522.5,,,,,,,,,,,,,,,,,,,,,,,,
24287,62778,Sars-le-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,
24288,62779,Sarton,72,190,18700.95555555556,,,,,,,,,,,,,,,,,,,,,,,,
24289,62780,Sauchy-Cauchy,145,368.5,18104.78260869565,,,,,,,,,,,,,,,,,,,,,,,,
24290,62781,Sauchy-Lestrée,175,425.5,19602,,,,,,,,,,,,,,,,,,,,,,,,
24291,62782,Saudemont,162,413,20169,,,,,,,,,,,,,,,,,,,,,,,,
24292,62783,Saulchoy,121,317.5,17238.75,,,,,,,,,,,,,,,,,,,,,,,,
24293,62784,Saulty,294,756,18434.285714285717,,,,,,,,,,,,,,,,,,,,,,,,
24294,62785,Savy-Berlette,351,951.5,21418.69565217392,,,,,,,,,,,,,,,,,,,,,,,,
24295,62786,Selles,117,303,17506.956521739132,,,,,,,,,,,,,,,,,,,,,,,,
24296,62787,Sempy,113,319.5,16309.6,,,,,,,,,,,,,,,,,,,,,,,,
24297,62788,Seninghem,247,711.5,18546,,,,,,,,,,,,,,,,,,,,,,,,
24298,62789,Senlecques,90,270.5,19861.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24299,62790,Senlis,67,175,17479,,,,,,,,,,,,,,,,,,,,,,,,
24300,62791,Séricourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
24301,62792,Serques,473,1213,21069.04761904762,,,,,,,,,,,,,,,,,,,,,,,,
24302,62793,Servins,385,1033.5,22372.5,,,,,,,,,,,,,,,,,,,,,,,,
24303,62794,Setques,234,604,19101.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
24304,62795,Sibiville,43,111.5,20438,,,,,,,,,,,,,,,,,,,,,,,,
24305,62796,Simencourt,227,561.5,23506.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24306,62797,Siracourt,103,273,21355.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24307,62798,Sombrin,89,227.5,20770,,,,,,,,,,,,,,,,,,,,,,,,
24308,62799,Sorrus,301,855.5,22096.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24309,62800,Souastre,147,380,17866.8,,,,,,,,,,,,,,,,,,,,,,,,
24310,62801,Souchez,1076,2564,22582,58,10,,,,,,,,,78.3,68.3,1.8,8.1,28.8,7.2,3.9,1.9,1.2,0.9,-18.2,12499,37378.88888888889,2.9905503551395225
24311,62802,Le Souich,58,144.5,19307,,,,,,,,,,,,,,,,,,,,,,,,
24312,62803,Surques,223,643,18835.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24313,62804,Sus-Saint-Léger,133,354.5,18453.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24314,62805,Tangry,104,258,20929.52380952381,,,,,,,,,,,,,,,,,,,,,,,,
24315,62806,Tardinghen,66,149,29472,,,,,,,,,,,,,,,,,,,,,,,,
24316,62808,Teneur,103,253,16564,,,,,,,,,,,,,,,,,,,,,,,,
24317,62809,Ternas,54,133,17833.153846153844,,,,,,,,,,,,,,,,,,,,,,,,
24318,62810,Thélus,495,1240.5,22947.14285714285,,,,,,,,,,,,,,,,,,,,,,,,
24319,62811,Thérouanne,474,1138,19527.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
24320,62812,Thiembronne,302,833,18000.47619047619,,,,,,,,,,,,,,,,,,,,,,,,
24321,62813,La Thieuloye,186,485.5,21340,,,,,,,,,,,,,,,,,,,,,,,,
24322,62814,Thièvres,48,105,18186.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24323,62815,Tigny-Noyelle,78,180.5,19707.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24324,62816,Tilloy-lès-Hermaville,77,220,22626,,,,,,,,,,,,,,,,,,,,,,,,
24325,62817,Tilloy-lès-Mofflaines,543,1394,20995,,,,,,,,,,,,,,,,,,,,,,,,
24326,62818,Tilly-Capelle,64,154.5,19629,,,,,,,,,,,,,,,,,,,,,,,,
24327,62819,Tilques,454,1151,21077.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
24328,62820,Tincques,325,864.5,21360.47619047619,,,,,,,,,,,,,,,,,,,,,,,,
24329,62821,Tingry,114,298.5,19031,,,,,,,,,,,,,,,,,,,,,,,,
24330,62822,Tollent,,,,,,,,,,,,,,,,,,,,,,,,,,,
24331,62823,Torcy,69,167.5,19060.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
24332,62824,Tortefontaine,98,216.5,18685.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
24333,62825,Tortequesne,310,824.5,21727.14285714285,,,,,,,,,,,,,,,,,,,,,,,,
24334,62826,Le Touquet-Paris-Plage,2967,5261,26016.5,64,11,,,,,,,,19,49,36.3,2,10.7,48.2,28.8,1.9,0.4,0.8,0.6,-27.9,12255,67076.28571428571,5.473381127236696
24335,62827,Tournehem-sur-la-Hem,561,1426.5,17631.333333333332,,,,,,,,,,,,,,,,,,,,,,,,
24336,62828,Tramecourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
24337,62829,Le Transloy,168,431,18196.4,,,,,,,,,,,,,,,,,,,,,,,,
24338,62830,Trescault,83,186,20169.809523809523,,,,,,,,,,,,,,,,,,,,,,,,
