,CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
5267,16076,Champagne-Mouton,425,813,19092.69230769231,,,,,,,,,,,,,,,,,,,,,,,,
5268,16077,Champmillon,200,492.5,22538.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
5269,16078,Champniers,2224,5375,22695.217391304348,60,6,,,,,,,5,,72.7,64.8,2.7,5.2,31.7,9.2,3,1.5,0.9,0.6,-16.6,14283,36687.69230769231,2.5686265005735707
5270,16079,Chantillac,132,305,19173.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
5271,16081,La Chapelle,85,197,18593,,,,,,,,,,,,,,,,,,,,,,,,
5272,16082,Boisné-La Tude,274,657.5,19216,,,,,,,,,,,,,,,,,,,,,,,,
5273,16083,Charmé,154,332.5,18071,,,,,,,,,,,,,,,,,,,,,,,,
5274,16084,Charras,136,294,19113.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
5275,16085,Chasseneuil-sur-Bonnieure,1392,2890,18266.5,37,16,,,,,,,,30,56.6,49,2.5,5.1,39.4,9.1,7.1,2.1,2.8,2.2,-12.2,10440.95238095238,30552.666666666668,2.926233695156436
5276,16086,Chassenon,390,839.5,18987.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
5277,16087,Chassiecq,74,158,16349.032258064515,,,,,,,,,,,,,,,,,,,,,,,,
5278,16088,Chassors,483,1169,21844,,,,,,,,,,,,,,,,,,,,,,,,
5279,16089,Châteaubernard,1713,3653,20957.2,52,10,,,,,,,,19,57.9,51,2.4,4.5,43.1,8.9,5,1.7,2,1.3,-14.9,12444.666666666666,34397.333333333336,2.764022071034446
5280,16090,Châteauneuf-sur-Charente,1560,3306.5,19353.33333333333,42,13,,,,,,,,25,66.9,55.3,3,8.6,32.9,8.8,5.8,1.8,2.5,1.5,-14.4,11718.888888888889,33254,2.837641035365507
5281,16091,Châtignac,79,166,17313.75,,,,,,,,,,,,,,,,,,,,,,,,
5282,16093,Chazelles,652,1563.5,20746,,,,,,,,,,,,,,,,,,,,,,,,
5283,16095,Chenon,69,144,19656,,,,,,,,,,,,,,,,,,,,,,,,
5284,16096,Cherves-Châtelars,178,375.5,17001,,,,,,,,,,,,,,,,,,,,,,,,
5285,16097,Cherves-Richemont,1016,2316,21972,55,,,,,,,,,,66.3,58.4,2.1,5.8,35.5,12,3.3,1.3,1.3,0.7,-17.1,13811.875,36687,2.656192587899905
5286,16098,La Chèvrerie,57,133.5,23151.739130434784,,,,,,,,,,,,,,,,,,,,,,,,
5287,16099,Chillac,92,208.5,20927.03703703704,,,,,,,,,,,,,,,,,,,,,,,,
5288,16100,Chirac,320,720,19699.13043478261,,,,,,,,,,,,,,,,,,,,,,,,
5289,16101,Claix,411,1036,21370,,,,,,,,,,,,,,,,,,,,,,,,
5290,16102,Cognac,9137,17581,19772,48,18,30,24,24,17,10,,6,32,66.8,58.7,3.3,4.8,33.1,9,7.4,1.7,3.4,2.3,-16.3,10066.206896551725,35920.95238095238,3.5684695089326492
5291,16103,Combiers,64,121,15450.476190476187,,,,,,,,,,,,,,,,,,,,,,,,
5292,16104,Condac,211,448.5,20692,,,,,,,,,,,,,,,,,,,,,,,,
5293,16105,Condéon,253,625,18611.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
5294,16106,Confolens,1147,2244.5,19530.666666666668,45,17,,,,,,,,33,56.3,49.3,2.5,4.5,42.2,11,5.5,1.6,2.3,1.6,-15,10569.655172413792,34766,3.2892274566096833
5295,16107,Coulgens,217,503,19040,,,,,,,,,,,,,,,,,,,,,,,,
5296,16108,Coulonges,52,131,18487.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
5297,16109,Courbillac,259,667.5,18674,,,,,,,,,,,,,,,,,,,,,,,,
5298,16110,Courcôme,333,765,18314,,,,,,,,,,,,,,,,,,,,,,,,
5299,16111,Courgeac,74,158,17650.4,,,,,,,,,,,,,,,,,,,,,,,,
5300,16112,Courlac,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,16113,La Couronne,3332,7101,19219.833333333336,43,17,,21,26,,,,6,31,65.5,58.6,4,3,32.4,7.2,8.3,2.3,3.3,2.7,-13.4,10767.5,30823.33333333333,2.862626731677114
5302,16114,Couture,72,146,16895.76923076923,,,,,,,,,,,,,,,,,,,,,,,,
5303,16116,Criteuil-la-Magdeleine,179,399,19513.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
5304,16117,Curac,50,108,18563.5,,,,,,,,,,,,,,,,,,,,,,,,
5305,16118,Deviat,69,145.5,16898.571428571428,,,,,,,,,,,,,,,,,,,,,,,,
5306,16119,Dignac,581,1372.5,20066.52173913044,,,,,,,,,,,,,,,,,,,,,,,,
5307,16120,Dirac,590,1473.5,22862.17391304348,,,,,,,,,,,,,,,,,,,,,,,,
5308,16121,Douzat,181,440,20577.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
5309,16122,Ébréon,66,133,16430,,,,,,,,,,,,,,,,,,,,,,,,
5310,16123,Échallat,208,489.5,21129.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
5311,16124,Écuras,273,548,17175.166666666664,,,,,,,,,,,,,,,,,,,,,,,,
5312,16125,Édon,121,261.5,18616.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
5313,16127,Empuré,50,107,18006,,,,,,,,,,,,,,,,,,,,,,,,
5314,16128,Épenède,89,167.5,17846,,,,,,,,,,,,,,,,,,,,,,,,
5315,16130,Les Essards,77,167.5,19277,,,,,,,,,,,,,,,,,,,,,,,,
5316,16131,Esse,233,490,18218.8,,,,,,,,,,,,,,,,,,,,,,,,
5317,16132,Étagnac,423,887,19287.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
5318,16133,Étriac,91,215.5,19826,,,,,,,,,,,,,,,,,,,,,,,,
5319,16134,Exideuil-sur-Vienne,441,991,18947.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
5320,16135,Eymouthiers,130,300.5,19614.34782608696,,,,,,,,,,,,,,,,,,,,,,,,
5321,16136,La Faye,262,587.5,19106.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
5322,16137,Feuillade,125,279.5,19044.5,,,,,,,,,,,,,,,,,,,,,,,,
5323,16138,Fléac,1602,3808,21894.5,57,10,,,,,,,,,71.4,65.7,2.7,2.9,32.4,8.2,3.9,1.6,1.2,1,-15.9,12724,35312.666666666664,2.775280310174997
5324,16139,Fleurac,82,196.5,21076.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
5325,16140,Fontclaireau,168,420.5,18785.652173913044,,,,,,,,,,,,,,,,,,,,,,,,
5326,16141,Fontenille,146,324,20164,,,,,,,,,,,,,,,,,,,,,,,,
5327,16142,La Forêt-de-Tessé,93,193,19382.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
5328,16143,Fouquebrune,277,680,20369.714285714286,,,,,,,,,,,,,,,,,,,,,,,,
5329,16144,Fouqueure,180,408,18190.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
5330,16145,Foussignac,257,624.5,22531.5,,,,,,,,,,,,,,,,,,,,,,,,
5331,16146,Garat,826,2103.5,22997.222222222223,61,,,,,,,,,,73,64.7,1.8,6.5,30.5,10,3.6,2.1,1,0.5,-17.1,13875.405405405403,37987.333333333336,2.7377458332521742
5332,16147,Gardes-le-Pontaroux,109,274,18975,,,,,,,,,,,,,,,,,,,,,,,,
5333,16148,Genac-Bignac,396,908.5,19962.5,,,,,,,,,,,,,,,,,,,,,,,,
5334,16150,Gensac-la-Pallue,680,1590.5,22574,,,,,,,,,,,,,,,,,,,,,,,,
5335,16151,Genté,361,874.5,23088.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
5336,16152,Gimeux,301,721.5,23041.42857142857,,,,,,,,,,,,,,,,,,,,,,,,
5337,16153,Mainxe-Gondeville,500,1161.5,21978,,,,,,,,,,,,,,,,,,,,,,,,
5338,16154,Gond-Pontouvre,2706,5678,19952.17391304348,48,13,,,18,,,,,24,67,58.9,3.4,4.7,33.6,8,6.4,2,2.4,1.9,-15,11570.47619047619,32184.666666666668,2.7816198864104043
5339,16155,Les Gours,45,108,17893.5,,,,,,,,,,,,,,,,,,,,,,,,
5340,16157,Le Grand-Madieu,75,164.5,17524.5,,,,,,,,,,,,,,,,,,,,,,,,
5341,16158,Grassac,138,318,17046,,,,,,,,,,,,,,,,,,,,,,,,
5342,16160,Guimps,190,458.5,21357.5,,,,,,,,,,,,,,,,,,,,,,,,
5343,16161,Guizengeard,70,174.5,15405,,,,,,,,,,,,,,,,,,,,,,,,
5344,16162,Gurat,80,159,19760.344827586207,,,,,,,,,,,,,,,,,,,,,,,,
5345,16163,Hiersac,448,1008.5,21540.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
5346,16164,Hiesse,121,228,16881.578947368424,,,,,,,,,,,,,,,,,,,,,,,,
5347,16165,Houlette,158,383,19523.5,,,,,,,,,,,,,,,,,,,,,,,,
5348,16166,L'Isle-d'Espagnac,2461,5294,20233.5,49,14,,,20,,,,7,26,63.1,56.3,3.1,3.7,38,7.8,6.1,2,2.3,1.7,-15,11369.69696969697,33638,2.9585660980810236
5349,16167,Jarnac,2153,4216,20102.85714285714,46,15,,,,,,,,28,59,50.8,3.1,5.1,38.6,11.5,6.1,1.6,2.8,1.7,-15.2,10972,35210,3.209077652205614
5350,16168,Jauldes,347,818,20799,,,,,,,,,,,,,,,,,,,,,,,,
5351,16169,Javrezac,285,587,23254.615384615383,,,,,,,,,,,,,,,,,,,,,,,,
5352,16170,Juignac,146,330,17448.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
5353,16171,Juillac-le-Coq,281,643,21716,,,,,,,,,,,,,,,,,,,,,,,,
5354,16173,Juillé,81,173,17097.5,,,,,,,,,,,,,,,,,,,,,,,,
5355,16174,Julienne,194,493.5,20809.04761904762,,,,,,,,,,,,,,,,,,,,,,,,
5356,16175,Val des Vignes,538,1269,19355.198412698413,,,,,,,,,,,,,,,,,,,,,,,,
5357,16176,Lachaise,137,318,20584.91341991342,,,,,,,,,,,,,,,,,,,,,,,,
5358,16177,Ladiville,49,127,20849.52380952381,,,,,,,,,,,,,,,,,,,,,,,,
5359,16178,Lagarde-sur-le-Né,78,187.5,20377.6,,,,,,,,,,,,,,,,,,,,,,,,
5360,16180,Laprade,102,214.5,18643.913043478264,,,,,,,,,,,,,,,,,,,,,,,,
5361,16181,Lessac,238,528,18335.6,,,,,,,,,,,,,,,,,,,,,,,,
